Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude
N17 6DH,Yes,51.590034,-0.081741,532984,189652,TQ329896,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",154,59,"Greater London","Haringey","Haringey 018D","Urban major conurbation",London,24
N17 6DJ,Yes,51.591326,-0.082149,532952,189795,TQ329897,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",19,5,"Greater London","Haringey","Haringey 018A","Urban major conurbation",London,29
N17 6DL,Yes,51.596594,-0.084237,532792,190377,TQ327903,"Greater London","Haringey","West Green", E09000014,E05000282,England,E11000009,"Tottenham",1994-05-01,,"","",146,54,"Greater London","Haringey","Haringey 013A","Urban major conurbation",London,17
N17 6DN,Yes,51.59678,-0.083536,532840,190399,TQ328903,"Greater London","Haringey","West Green", E09000014,E05000282,England,E11000009,"Tottenham",1994-05-01,,"","",145,52,"Greater London","Haringey","Haringey 013A","Urban major conurbation",London,17
N17 6DP,Yes,51.59386,-0.071604,533675,190096,TQ336900,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1992-01-01,,"","",,,"Greater London","Haringey","Haringey 011D","Urban major conurbation",London,16
N17 6DQ,No,51.593731,-0.079651,533118,190067,TQ331900,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1996-12-01,1999-06-01,"","",,,"Greater London","Haringey","Haringey 018A","Urban major conurbation",London,24
N17 6DR,Yes,51.591705,-0.081685,532983,189838,TQ329898,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",6,3,"Greater London","Haringey","Haringey 018A","Urban major conurbation",London,29
N17 6DS,Yes,51.59166,-0.081687,532983,189833,TQ329898,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",11,4,"Greater London","Haringey","Haringey 018A","Urban major conurbation",London,29
N17 6DT,Yes,51.591561,-0.081663,532985,189822,TQ329898,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",6,5,"Greater London","Haringey","Haringey 018A","Urban major conurbation",London,29
N17 6DU,Yes,51.590232,-0.081228,533019,189675,TQ330896,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",180,67,"Greater London","Haringey","Haringey 018A","Urban major conurbation",London,25
N17 6DW,No,51.59386,-0.071604,533675,190096,TQ336900,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",2007-07-01,2010-08-01,"","",,,"Greater London","Haringey","Haringey 011D","Urban major conurbation",London,16
N17 6DX,Yes,51.590099,-0.080771,533051,189661,TQ330896,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",182,59,"Greater London","Haringey","Haringey 018A","Urban major conurbation",London,24
N17 6DY,Yes,51.591473,-0.081219,533016,189813,TQ330898,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",22,7,"Greater London","Haringey","Haringey 018C","Urban major conurbation",London,27
N17 6DZ,No,51.59386,-0.071604,533675,190096,TQ336900,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",2001-06-01,2002-03-01,"","",,,"Greater London","Haringey","Haringey 011D","Urban major conurbation",London,16
N17 6EA,Yes,51.591857,-0.081073,533025,189856,TQ330898,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",36,11,"Greater London","Haringey","Haringey 018C","Urban major conurbation",London,27
N17 6EB,Yes,51.59056,-0.080362,533078,189713,TQ330897,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",239,72,"Greater London","Haringey","Haringey 018A","Urban major conurbation",London,24
N17 6ED,No,51.589484,-0.079498,533141,189595,TQ331895,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,1999-12-01,"","",,,"Greater London","Haringey","Haringey 018C","Urban major conurbation",London,21
N17 6EE,Yes,51.590806,-0.080005,533102,189741,TQ331897,"Greater London","Haringey","Bruce Grove", E09000014,E05000268,England,E11000009,"Tottenham",1980-01-01,,"","",219,77,"Greater London","Haringey","Haringey 018C","Urban major conurbation",London,24
N2 9HZ,No,51.590767,-0.167565,527037,189581,TQ270895,"Greater London","Barnet","East Finchley", E09000003,E05000049,England,E11000009,"Finchley and Golders Green",1991-01-01,2013-09-01,"","",,,"Greater London","Barnet","Barnet 029C","Urban major conurbation",London,97
N2 9JA,Yes,51.589545,-0.157884,527711,189462,TQ277894,"Greater London","Haringey","Fortis Green", E09000014,E05000270,England,E11000009,"Hornsey and Wood Green",1980-01-01,,"","",29,16,"Greater London","Haringey","Haringey 017B","Urban major conurbation",London,100
N2 9JB,Yes,51.588897,-0.158416,527676,189389,TQ276893,"Greater London","Haringey","Fortis Green", E09000014,E05000270,England,E11000009,"Hornsey and Wood Green",1980-01-01,,"","",54,19,"Greater London","Haringey","Haringey 017B","Urban major conurbation",London,97
N20 9LE,No,51.633836,-0.173084,526535,194361,TQ265943,"Greater London","Barnet","Oakleigh", E09000003,E05000058,England,E11000009,"Chipping Barnet",1995-01-01,2000-06-01,"","",,,"Greater London","Barnet","Barnet 008C","Urban major conurbation",London,97
N20 9LF,No,51.629862,-0.173677,526505,193918,TQ265939,"Greater London","Barnet","Totteridge", E09000003,E05000059,England,E11000009,"Chipping Barnet",1996-12-01,2006-03-01,"","",,,"Greater London","Barnet","Barnet 008D","Urban major conurbation",London,99
N20 9LG,Yes,51.630562,-0.178258,526186,193988,TQ261939,"Greater London","Barnet","Totteridge", E09000003,E05000059,England,E11000009,"Chipping Barnet",1980-01-01,,"","",20,9,"Greater London","Barnet","Barnet 008E","Urban major conurbation",London,83
N21 3DY,Yes,51.632248,-0.084195,532691,194342,TQ326943,"Greater London","Enfield","Bush Hill Park", E09000010,E05000194,England,E11000009,"Edmonton",1980-01-01,,"","",31,10,"Greater London","Enfield","Enfield 021E","Urban major conurbation",London,25
N21 3DZ,Yes,51.632957,-0.099554,531626,194393,TQ316943,"Greater London","Enfield","Winchmore Hill", E09000010,E05000213,England,E11000009,"Enfield, Southgate",1986-07-01,,"","",,,"Greater London","Enfield","Enfield 022B","Urban major conurbation",London,47
N3 3ZA,No,51.601507,-0.195059,525103,190728,TQ251907,"Greater London","Barnet","Finchley Church End", E09000003,E05000051,England,E11000009,"Finchley and Golders Green",1999-06-01,2004-03-01,"","",,,"Greater London","Barnet","Barnet 025C","Urban major conurbation",London,88
N3 3ZB,No,51.59402,-0.19937,524825,189888,TQ248898,"Greater London","Barnet","Finchley Church End", E09000003,E05000051,England,E11000009,"Finchley and Golders Green",1999-06-01,2000-06-01,"","",,,"Greater London","Barnet","Barnet 028D","Urban major conurbation",London,71
N3 3ZD,No,51.59402,-0.19937,524825,189888,TQ248898,"Greater London","Barnet","Finchley Church End", E09000003,E05000051,England,E11000009,"Finchley and Golders Green",1999-06-01,2000-07-01,"","",,,"Greater London","Barnet","Barnet 028D","Urban major conurbation",London,71
N4 3DS,Yes,51.567117,-0.121521,530294,187032,TQ302870,"Greater London","Islington","Tollington", E09000019,E05000381,England,E11000009,"Islington North",1980-01-01,,"","",,,"Greater London","Islington","Islington 001D","Urban major conurbation",London,43
N4 3DT,Yes,51.567161,-0.121447,530299,187037,TQ302870,"Greater London","Islington","Tollington", E09000019,E05000381,England,E11000009,"Islington North",1980-01-01,,"","",15,10,"Greater London","Islington","Islington 001D","Urban major conurbation",London,43
N4 3DU,Yes,51.567881,-0.120941,530332,187118,TQ303871,"Greater London","Islington","Tollington", E09000019,E05000381,England,E11000009,"Islington North",1980-01-01,,"","",155,82,"Greater London","Islington","Islington 001D","Urban major conurbation",London,43
N4 3DW,Yes,51.569208,-0.117307,530580,187272,TQ305872,"Greater London","Islington","Tollington", E09000019,E05000381,England,E11000009,"Islington North",1980-01-01,,"","",155,64,"Greater London","Islington","Islington 001D","Urban major conurbation",London,41
N5 2NH,Yes,51.548667,-0.094891,532193,185028,TQ321850,"Greater London","Islington","Mildmay", E09000019,E05000377,England,E11000009,"Islington North",1980-01-01,,"","",106,47,"Greater London","Islington","Islington 014D","Urban major conurbation",London,33
N5 2NJ,Yes,51.54884,-0.093932,532259,185049,TQ322850,"Greater London","Islington","Mildmay", E09000019,E05000377,England,E11000009,"Islington North",1980-01-01,,"","",12,10,"Greater London","Islington","Islington 014D","Urban major conurbation",London,32
N5 2NL,Yes,51.548967,-0.092888,532331,185065,TQ323850,"Greater London","Islington","Mildmay", E09000019,E05000377,England,E11000009,"Islington North",1980-01-01,,"","",129,73,"Greater London","Islington","Islington 014D","Urban major conurbation",London,31
NW10 4HD,Yes,51.539525,-0.244393,521852,183752,TQ218837,"Greater London","Brent","Harlesden", E09000005,E05000091,England,E11000009,"Brent Central",1980-01-01,,"","",5,3,"Greater London","Brent","Brent 031A","Urban major conurbation",London,44
NW10 4HE,Yes,51.53928,-0.244215,521865,183725,TQ218837,"Greater London","Brent","Kensal Green", E09000005,E05000092,England,E11000009,"Brent Central",1980-01-01,,"","",2,1,"Greater London","Brent","Brent 031E","Urban major conurbation",London,45
NW10 4HF,No,51.539069,-0.24516,521800,183700,TQ218837,"Greater London","Brent","Kensal Green", E09000005,E05000092,England,E11000009,"Brent Central",1992-01-01,1996-12-01,"","",,,"Greater London","Brent","Brent 031E","Urban major conurbation",London,46
NW11 7BL,No,51.580497,-0.190162,525500,188400,TQ255884,"Greater London","Barnet","Garden Suburb", E09000003,E05000052,England,E11000009,"Finchley and Golders Green",1993-08-01,1995-07-01,"","",,,"Greater London","Barnet","Barnet 033C","Urban major conurbation",London,88
NW11 7BN,Yes,51.581085,-0.189186,525566,188467,TQ255884,"Greater London","Barnet","Garden Suburb", E09000003,E05000052,England,E11000009,"Finchley and Golders Green",1980-01-01,,"","",,,"Greater London","Barnet","Barnet 035B","Urban major conurbation",London,86
NW11 7BP,No,51.580453,-0.187277,525700,188400,TQ257884,"Greater London","Barnet","Garden Suburb", E09000003,E05000052,England,E11000009,"Finchley and Golders Green",1990-02-01,1991-12-01,"","",,,"Greater London","Barnet","Barnet 033C","Urban major conurbation",London,83
NW1W 9QZ,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-04-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RA,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RB,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-04-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RD,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RE,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RF,No,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2011-03-01,2016-02-01,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RG,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-04-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RH,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RJ,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RL,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RN,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RP,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RQ,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RR,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RS,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RT,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RU,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-01-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RW,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-08-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RX,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-04-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RY,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-02-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9RZ,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-07-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SA,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-04-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SB,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-03-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SD,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-03-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SE,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-03-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SF,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-03-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SG,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-07-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SH,No,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-05-01,2013-08-01,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SJ,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-09-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SL,No,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-03-01,2015-10-01,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SN,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-04-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SP,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-07-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SQ,No,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-03-01,2014-04-01,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SR,No,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-05-01,2012-07-01,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SS,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-05-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9ST,No,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-06-01,2012-08-01,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SU,No,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-03-01,2013-09-01,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SW,Yes,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-07-01,,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SX,No,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2007-07-01,2015-08-01,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW1W 9SY,No,51.530785,-0.13543,529433,182967,TQ294829,"Greater London","Camden","Regent's Park", E09000007,E05000142,England,E11000009,"Holborn and St Pancras",2012-06-01,2012-11-01,"","",,,"Greater London","Camden","Camden 023B","Urban major conurbation",London,27
NW2 3DT,No,51.557551,-0.218482,523600,185800,TQ236858,"Greater London","Brent","Mapesbury", E09000005,E05000095,England,E11000009,"Brent Central",1980-01-01,1990-12-01,"","",,,"Greater London","Brent","Brent 015A","Urban major conurbation",London,52
NW2 3DU,Yes,51.558455,-0.216456,523738,185904,TQ237859,"Greater London","Barnet","Childs Hill", E09000003,E05000045,England,E11000009,"Finchley and Golders Green",1980-01-01,,"","",,,"Greater London","Barnet","Barnet 039A","Urban major conurbation",London,55
NW2 3DX,Yes,51.558455,-0.216456,523738,185904,TQ237859,"Greater London","Barnet","Childs Hill", E09000003,E05000045,England,E11000009,"Finchley and Golders Green",1980-01-01,,"","",,,"Greater London","Barnet","Barnet 039A","Urban major conurbation",London,55
RM9 6TJ,Yes,51.53801,0.130931,547884,184275,TQ478842,"Greater London","Barking and Dagenham","Goresbrook", E09000002,E05000033,England,E11000009,"Barking",1980-01-01,,"","",104,37,"Greater London","Barking and Dagenham","Barking and Dagenham 018A","Urban major conurbation",London,7
RM9 6TL,Yes,51.538151,0.130577,547859,184290,TQ478842,"Greater London","Barking and Dagenham","Goresbrook", E09000002,E05000033,England,E11000009,"Barking",1980-01-01,,"","",58,25,"Greater London","Barking and Dagenham","Barking and Dagenham 018A","Urban major conurbation",London,7
RM9 6TP,Yes,51.536993,0.12849,547718,184157,TQ477841,"Greater London","Barking and Dagenham","Goresbrook", E09000002,E05000033,England,E11000009,"Barking",1980-01-01,,"","",56,26,"Greater London","Barking and Dagenham","Barking and Dagenham 018B","Urban major conurbation",London,8
SE1 1SH,No,51.504709,-0.095327,532290,180139,TQ322801,"Greater London","Southwark","Cathedrals", E09000028,E05000536,England,E11000009,"Bermondsey and Old Southwark",1993-01-01,1998-12-01,"","",,,"Greater London","Southwark","Southwark 002D","Urban major conurbation",London,11
SE1 1SJ,No,51.503411,-0.092355,532500,180000,TQ325800,"Greater London","Southwark","Cathedrals", E09000028,E05000536,England,E11000009,"Bermondsey and Old Southwark",1990-02-01,1990-12-01,"","",,,"Greater London","Southwark","Southwark 002B","Urban major conurbation",London,9
SE1 1SQ,No,51.503434,-0.093795,532400,180000,TQ324800,"Greater London","Southwark","Cathedrals", E09000028,E05000536,England,E11000009,"Bermondsey and Old Southwark",1990-02-01,1991-12-01,"","",,,"Greater London","Southwark","Southwark 002B","Urban major conurbation",London,7
SE10 0TW,Yes,51.502953,-0.000128,538902,180120,TQ389801,"Greater London","Greenwich","Peninsula", E09000011,E05000225,England,E11000009,"Greenwich and Woolwich",2016-02-01,,"","",,,"Greater London","Greenwich","Greenwich 036B","Urban major conurbation",London,5
SE10 0UQ,Yes,51.497932,0.011625,539733,179584,TQ397795,"Greater London","Greenwich","Peninsula", E09000011,E05000225,England,E11000009,"Greenwich and Woolwich",2016-02-01,,"","",,,"Greater London","Greenwich","Greenwich 036B","Urban major conurbation",London,4
SE10 0UX,No,51.489387,0.018004,540202,178646,TQ402786,"Greater London","Greenwich","Peninsula", E09000011,E05000225,England,E11000009,"Greenwich and Woolwich",2007-09-01,2009-10-01,"","",,,"Greater London","Greenwich","Greenwich 037D","Urban major conurbation",London,2
SE11 6AP,No,51.494126,-0.117637,530772,178922,TQ307789,"Greater London","Lambeth","Bishop's", E09000022,E05000416,England,E11000009,"Vauxhall",2003-02-01,2011-03-01,"","",,,"Greater London","Lambeth","Lambeth 036A","Urban major conurbation",London,11
SE11 6AQ,Yes,51.492668,-0.118158,530740,178759,TQ307787,"Greater London","Lambeth","Prince's", E09000022,E05000427,England,E11000009,"Vauxhall",1980-01-01,,"","",,,"Greater London","Lambeth","Lambeth 002E","Urban major conurbation",London,6
SE11 6AR,Yes,51.494735,-0.116949,530818,178991,TQ308789,"Greater London","Lambeth","Bishop's", E09000022,E05000416,England,E11000009,"Vauxhall",1980-01-01,,"","",27,11,"Greater London","Lambeth","Lambeth 036A","Urban major conurbation",London,9
SE1P 5JH,Yes,51.492762,-0.080152,533378,178838,TQ333788,"Greater London","Southwark","Grange", E09000028,E05000542,England,E11000009,"Bermondsey and Old Southwark",2014-09-01,,"","",,,"Greater London","Southwark","Southwark 006E","Urban major conurbation",London,4
SE1P 5JJ,Yes,51.492762,-0.080152,533378,178838,TQ333788,"Greater London","Southwark","Grange", E09000028,E05000542,England,E11000009,"Bermondsey and Old Southwark",2014-11-01,,"","",,,"Greater London","Southwark","Southwark 006E","Urban major conurbation",London,4
SE1P 5JL,Yes,51.492762,-0.080152,533378,178838,TQ333788,"Greater London","Southwark","Grange", E09000028,E05000542,England,E11000009,"Bermondsey and Old Southwark",2008-11-01,,"","",,,"Greater London","Southwark","Southwark 006E","Urban major conurbation",London,4
SE2 9SQ,Yes,51.494815,0.119681,547243,179449,TQ472794,"Greater London","Greenwich","Abbey Wood", E09000011,E05000214,England,E11000009,"Erith and Thamesmead",1980-01-01,,"","",59,27,"Greater London","Greenwich","Greenwich 003A","Urban major conurbation",London,0
SE2 9SR,No,51.498497,0.10445,546174,179828,TQ461798,"Greater London","Greenwich","Thamesmead Moorings", E09000011,E05000228,England,E11000009,"Erith and Thamesmead",2008-01-01,2008-06-01,"","",,,"Greater London","Greenwich","Greenwich 002I","Urban major conurbation",London,2
SE2 9SS,Yes,51.495105,0.122014,547404,179486,TQ474794,"Greater London","Bexley","Lesnes Abbey", E09000004,E05000077,England,E11000009,"Erith and Thamesmead",1980-01-01,,"","",115,35,"Greater London","Bexley","Bexley 002C","Urban major conurbation",London,3
UB7 8HJ,Yes,51.51176,-0.467205,506465,180317,TQ064803,"Greater London","Hillingdon","Yiewsley", E09000017,E05000345,England,E11000009,"Uxbridge and South Ruislip",1980-01-01,,"","",78,28,"Greater London","Hillingdon","Hillingdon 025A","Urban major conurbation",London,31
UB7 8HL,Yes,51.512071,-0.46486,506627,180355,TQ066803,"Greater London","Hillingdon","Yiewsley", E09000017,E05000345,England,E11000009,"Uxbridge and South Ruislip",1980-01-01,,"","",63,18,"Greater London","Hillingdon","Hillingdon 025A","Urban major conurbation",London,30
UB7 8HN,Yes,51.51285,-0.468077,506402,180437,TQ064804,"Greater London","Hillingdon","Yiewsley", E09000017,E05000345,England,E11000009,"Uxbridge and South Ruislip",1980-01-01,,"","",88,30,"Greater London","Hillingdon","Hillingdon 025A","Urban major conurbation",London,31
W1A 5QA,No,51.517133,-0.134244,529554,181451,TQ295814,"Greater London","Westminster","West End", E09000033,E05000649,England,E11000009,"Cities of London and Westminster",1999-06-01,2000-10-01,"","",,,"Greater London","City of Westminster","Westminster 013B","Urban major conurbation",London,38
W1A 5QB,No,51.517133,-0.134244,529554,181451,TQ295814,"Greater London","Westminster","West End", E09000033,E05000649,England,E11000009,"Cities of London and Westminster",1999-06-01,2002-05-01,"","",,,"Greater London","City of Westminster","Westminster 013B","Urban major conurbation",London,38
WD3 8UU,Yes,51.624959,-0.494816,504290,192866,TQ042928,"Greater London","Hillingdon","Harefield", E09000017,E05000330,England,E11000009,"Ruislip, Northwood and Pinner",2000-10-01,,"","",7,2,"","","Hillingdon 003A","Rural town and fringe",London,48
